#Distance(A) Planar-Average-Potential(eV)/Densitiy(e/A)
  0.0000           -18.94890
  0.0611           -18.75913
  0.1222           -18.14306
  0.1833           -17.10378
  0.2444           -15.66035
  0.3054           -13.85951
  0.3665           -11.78749
  0.4276            -9.57083
  0.4887            -7.36999
  0.5498            -5.35579
  0.6109            -3.68051
  0.6720            -2.43321
  0.7331            -1.57115
  0.7941            -0.92704
  0.8552            -0.40901
  0.9163            -0.03112
  0.9774             0.22869
  1.0385             0.36083
  1.0996             0.34422
  1.1607             0.17919
  1.2218            -0.11099
  1.2828            -0.52561
  1.3439            -1.08400
  1.4050            -1.77819
  1.4661            -2.72337
  1.5272            -4.08405
  1.5883            -5.88674
  1.6494            -8.03557
  1.7105           -10.37582
  1.7716           -12.73559
  1.8326           -14.95080
  1.8937           -16.88870
  1.9548           -18.45168
  2.0159           -19.58008
  2.0770           -20.24058
  2.1381           -20.42048
  2.1992           -20.11591
  2.2603           -19.33363
  2.3213           -18.09064
  2.3824           -16.42730
  2.4435           -14.41215
  2.5046           -12.15322
  2.5657            -9.79167
  2.6268            -7.49694
  2.6879            -5.43793
  2.7490            -3.75932
  2.8100            -2.53039
  2.8711            -1.68324
  2.9322            -1.04107
  2.9933            -0.53125
  3.0544            -0.16346
  3.1155             0.08619
  3.1766             0.20569
  3.2377             0.16813
  3.2988            -0.01121
  3.3598            -0.30500
  3.4209            -0.72605
  3.4820            -1.28610
  3.5431            -1.98772
  3.6042            -2.96740
  3.6653            -4.36601
  3.7264            -6.16759
  3.7875            -8.25823
  3.8485           -10.47602
  3.9096           -12.65125
  3.9707           -14.63176
  4.0318           -16.30456
  4.0929           -17.59696
  4.1540           -18.47487
  4.2151           -18.92732
  4.2762           -18.95644
  4.3372           -18.56447
  4.3983           -17.75508
  4.4594           -16.53619
  4.5205           -14.93557
  4.5816           -13.01027
  4.6427           -10.85939
  4.7038            -8.61960
  4.7649            -6.45830
  4.8259            -4.54272
  4.8870            -3.01363
  4.9481            -1.91770
  5.0092            -1.15730
  5.0703            -0.56608
  5.1314            -0.10023
  5.1925             0.22845
  5.2536             0.44310
  5.3147             0.50766
  5.3757             0.40706
  5.4368             0.18453
  5.4979            -0.15787
  5.5590            -0.64082
  5.6201            -1.27738
  5.6812            -2.09484
  5.7423            -3.25307
  5.8034            -4.83750
  5.8644            -6.79116
  5.9255            -8.99052
  5.9866           -11.26703
  6.0477           -13.45084
  6.1088           -15.39029
  6.1699           -16.97497
  6.2310           -18.13350
  6.2921           -18.83495
  6.3531           -19.07181
  6.4142           -18.85396
  6.4753           -18.19383
  6.5364           -17.11063
  6.5975           -15.62923
  6.6586           -13.79684
  6.7197           -11.68681
  6.7808            -9.41228
  6.8419            -7.11614
  6.9029            -4.96589
  6.9640            -3.11887
  7.0251            -1.69006
  7.0862            -0.65687
  7.1473             0.11027
  7.2084             0.76818
  7.2695             1.33272
  7.3306             1.81029
  7.3916             2.19982
  7.4527             2.49685
  7.5138             2.74635
  7.5749             2.95256
  7.6360             3.12383
  7.6971             3.26403
  7.7582             3.38086
  7.8193             3.47672
  7.8803             3.55686
  7.9414             3.62269
  8.0025             3.67793
  8.0636             3.72332
  8.1247             3.76156
  8.1858             3.79296
  8.2469             3.81955
  8.3080             3.84134
  8.3691             3.85987
  8.4301             3.87502
  8.4912             3.88798
  8.5523             3.89853
  8.6134             3.90762
  8.6745             3.91498
  8.7356             3.92138
  8.7967             3.92650
  8.8578             3.93102
  8.9188             3.93459
  8.9799             3.93779
  9.0410             3.94028
  9.1021             3.94255
  9.1632             3.94428
  9.2243             3.94590
  9.2854             3.94709
  9.3465             3.94825
  9.4075             3.94908
  9.4686             3.94992
  9.5297             3.95048
  9.5908             3.95109
  9.6519             3.95147
  9.7130             3.95192
  9.7741             3.95218
  9.8352             3.95251
  9.8963             3.95268
  9.9573             3.95293
 10.0184             3.95303
 10.0795             3.95322
 10.1406             3.95329
 10.2017             3.95344
 10.2628             3.95347
 10.3239             3.95359
 10.3850             3.95360
 10.4460             3.95370
 10.5071             3.95370
 10.5682             3.95378
 10.6293             3.95377
 10.6904             3.95384
 10.7515             3.95383
 10.8126             3.95389
 10.8737             3.95387
 10.9347             3.95392
 10.9958             3.95390
 11.0569             3.95394
 11.1180             3.95392
 11.1791             3.95396
 11.2402             3.95394
 11.3013             3.95398
 11.3624             3.95396
 11.4234             3.95400
 11.4845             3.95397
 11.5456             3.95401
 11.6067             3.95399
 11.6678             3.95402
 11.7289             3.95400
 11.7900             3.95403
 11.8511             3.95401
 11.9122             3.95403
 11.9732             3.95402
 12.0343             3.95404
 12.0954             3.95402
 12.1565             3.95405
 12.2176             3.95403
 12.2787             3.95405
 12.3398             3.95404
 12.4009             3.95406
 12.4619             3.95404
 12.5230             3.95406
 12.5841             3.95405
 12.6452             3.95407
 12.7063             3.95406
 12.7674             3.95407
 12.8285             3.95406
 12.8896             3.95407
 12.9506             3.95406
 13.0117             3.95408
 13.0728             3.95407
 13.1339             3.95408
 13.1950             3.95407
 13.2561             3.95408
 13.3172             3.95408
 13.3783             3.95409
 13.4394             3.95408
 13.5004             3.95409
 13.5615             3.95408
 13.6226             3.95409
 13.6837             3.95409
 13.7448             3.95409
 13.8059             3.95409
 13.8670             3.95410
 13.9281             3.95409
 13.9891             3.95410
 14.0502             3.95409
